Alabama:2015:Acantharchus pomotis
Alaska:2005:Troglodytes troglodytes tanagensis
Alaska:2005:Tryngites subruficollis
Alaska:2005:Turdus migratorius
Alaska:2005:Turdus obscurus
Alaska:2005:Uria aalge
Alaska:2005:Uria lomvia
Alaska:2005:Ursus arctos kenai
Alaska:2005:Ursus maritimus
Alaska:2005:Valvata lewisi
Alaska:2005:Valvata mergella
Alaska:2005:Vertigo hannai
Alaska:2005:Vertigo sp. nov
Alaska:2005:Vireo cassinii
Alaska:2005:Vireo olivaceus
Alaska:2005:Wilsonia pusilla
Alaska:2005:Zaprora silenus
Alaska:2005:Ziphius cavirostris
Alaska:2005:Zonotrichia atricapilla
Alaska:2005:Zonotrichia leucophrys
Alaska:2005:Zonotrichia querula
Alaska:2005:[no scientific name]
Alaska:2005:[no scientific name]
Alaska:2005:[no scientific name]
Alaska:2005:[no scientific name]
Alaska:2005:[no scientific name]
Alaska:2005:[no scientific name]
Alaska:2005:[no scientific name]
American Samoa:2015:Aplonis tabuensis tutuilae
American Samoa:2015:Birgus latro
American Samoa:2015:Eretmochelys imbricata
American Samoa:2015:Globicephala macrorhynchus
American Samoa:2015:Stenella attenuata
American Samoa:2015:Tursiops aduncus
American Samoa:2015:Zapornia tabuensis
Colorado:2005:Accipiter gentilis
Colorado:2005:Acroloxus coloradensis
Colorado:2005:Aechmophorus occidentalis
Colorado:2005:Aegolius funereus
Colorado:2005:Aeronautes saxatalis
Colorado:2005:Agapema homogena
Colorado:2005:Amblyderus werneri
Colorado:2005:Ametropus albrighti
Colorado:2005:Anas acuta
Colorado:2005:Anisota oslari
Colorado:2005:Anodontoides ferussacianus
Colorado:2005:Aquila chrysaetos
Colorado:2005:Archilochus alexandri
Colorado:2005:Argia alberta
Colorado:2005:Asio flammeus
Colorado:2005:Atrytone arogos
Colorado:2005:Aythya affinis
Colorado:2005:Baeolophus ridgwayi
Colorado:2005:Bartramia longicauda
Colorado:2005:Boloria improba acrochema
Colorado:2005:Botaurus lentiginosus
Colorado:2005:Bucephala islandica
Colorado:2005:Bufo boreas boreas
Colorado:2005:Bufo debilis
Colorado:2005:Buteo regalis
Colorado:2005:Calamospiza melanocorys
Colorado:2005:Calcarius mccownii
Colorado:2005:Callipepla squamata
Colorado:2005:Callophrys comstocki
Colorado:2005:Callophrys mcfarlandi
Colorado:2005:Callophrys mossii schryveri
Colorado:2005:Canis lupus
Colorado:2005:Carpodacus cassinii
Colorado:2005:Catharus fuscecens
Colorado:2005:Catostomus discobolus
Colorado:2005:Catostomus latipinnis
Colorado:2005:Catostomus playtrhynchus
Colorado:2005:Catostomus plebeius
Colorado:2005:Celastrina humulus
Colorado:2005:Centrocercus minimus
Colorado:2005:Centrocercus urophasianus
Colorado:2005:Charadrius alexandrinus nivosus
Colorado:2005:Charadrius melodus
Colorado:2005:Charadrius montanus
Colorado:2005:Cicindela theatina
Colorado:2005:Cinclus mexicanus
Colorado:2005:Circus cyaneus
Colorado:2005:Cnemidophorus neotesselatus
Colorado:2005:Coccothraustes vespertinus
Colorado:2005:Coccyzus americanus
Colorado:2005:Coloradia luski
Colorado:2005:Conepatus leuconotus
Colorado:2005:Contopus cooperi
Colorado:2005:Couesius plumbeus
Colorado:2005:Crotalus viridis concolor
Colorado:2005:Cynomys gunnisoni
Colorado:2005:Cynomys leucurus
Colorado:2005:Cypseloides niger
Colorado:2005:Dendroica graciae
Colorado:2005:Dendroica nigrescens
Colorado:2005:Dolichonyx oryzivorus
Colorado:2005:Egretta thula
Colorado:2005:Empidonax oberholseri
Colorado:2005:Empidonax occidentalis
Colorado:2005:Empidonax trailli extimus
Colorado:2005:Empidonax wrightii
Colorado:2005:Erynnis martialis
Colorado:2005:Etheostoma cragini
Colorado:2005:Etheostoma spectabile
Colorado:2005:Euderma maculatum
Colorado:2005:Euphilotes rita coloradensis
Colorado:2005:Euphilotes rita emmeli
Colorado:2005:Euphilotes spaldingi
Colorado:2005:Euphyes bimacula
Colorado:2005:Eurystrymon favonius Ontario
Colorado:2005:Falco mexicanus
Colorado:2005:Falco peregrinus anatum
Colorado:2005:Ferrissia fragilis
Colorado:2005:Ferrissia walkeri
Colorado:2005:Gambelia wislizenii
Colorado:2005:Gastrophryne olivacea
Colorado:2005:Gila cypha
Colorado:2005:Gila elegans
Colorado:2005:Gila pandora
Colorado:2005:Gila robusta
Colorado:2005:Gomphus intricatus
Colorado:2005:Grus americana
Colorado:2005:Grus canadensis tabida
Colorado:2005:Gulo gulo
Colorado:2005:Gymnorhinus cyanocephalus
Colorado:2005:Haliaeetus leucocephalus
Colorado:2005:Hemileuca neumoegeni
Colorado:2005:Hesperia leonardus montana
Colorado:2005:Hesperia ottoe
Colorado:2005:Hybognathus hankinsoni
Colorado:2005:Hyla arenicolor
Colorado:2005:Hypochilus bonneti
Colorado:2005:Hypsiglena torquata
Colorado:2005:Idionycteris phyllotis
Colorado:2005:Incisalia fotis
Colorado:2005:Kinosternon flavescens
Colorado:2005:Lampropeltis getula
Colorado:2005:Lanius ludovicianus
Colorado:2005:Laterallus jamaicensis
Colorado:2005:Lepomis humilis
Colorado:2005:Leptotyphlops dulcis
Colorado:2005:Lepus townsendii
Colorado:2005:Leucosticte australis
Colorado:2005:Libellula nodisticta
Colorado:2005:Limosa fedoa
Colorado:2005:Lontra canadensis
Colorado:2005:Loxia curvirostra
Colorado:2005:Lynx canadensis
Colorado:2005:Melanerpes lewis
Colorado:2005:Mesocapnia frisoni
Colorado:2005:Mustela nigripes
Colorado:2005:Myotis occultus
Colorado:2005:Myotis thysanodes
Colorado:2005:Noturus flavus
Colorado:2005:Pandion haliaetus
Colorado:2005:Passerina amoena
Colorado:2005:Pelecanus erythrorhynchos
Colorado:2005:Perognathus fasciatus
Colorado:2005:Phenacobius mirabilis
Colorado:2005:Phoxinus eos
Colorado:2005:Phoxinus erythrogaster
Colorado:2005:Phrynosoma cornutum
Colorado:2005:Phrynosoma modestum
Colorado:2005:Picoides dorsalis
Colorado:2005:Platygobio gracilus
Colorado:2005:Plecotus (Chorynorhinus) townsendii pallescens
Colorado:2005:Plegadis chihi
Colorado:2005:Polites rhesus
Colorado:2005:Pooecetes gramineus
Colorado:2005:Progne subis hesperia
Colorado:2005:Promenetus exacuous
Colorado:2005:Promenetus umbillicatellus
Colorado:2005:Proserpinus flavofasciata
Colorado:2005:Ptychocheilus lucius
Colorado:2005:Pyrgus xanthus
Colorado:2005:Rana pipiens
Colorado:2005:Rana sylvatica
Colorado:2005:Rhinocheilus lecontei
Colorado:2005:Scaphiopus couchii
Colorado:2005:Selasphorus platycercus
Colorado:2005:Selasphorus rufus
Colorado:2005:Sistrurus catenatus
Colorado:2005:Somatochlora ensigera
Colorado:2005:Sorex nanus
Colorado:2005:Sorex preblei
Colorado:2005:Speyeria idalia
Colorado:2005:Speyeria nokomis nokomis
Colorado:2005:Sphyrapicus nuchalis
Colorado:2005:Spizella breweri
Colorado:2005:Strix occidentalis lucida
Colorado:2005:Sympetrum madidum
Colorado:2005:Tantilla horbartsmIthi
Colorado:2005:Tetragoneuria petechialis
Colorado:2005:Thamnophis cyrtopsis
Colorado:2005:Thomomys talpoides macrotis
Colorado:2005:Toxostoma curvirostre
Colorado:2005:Tympanuchus cupido
Colorado:2005:Tympanuchus pallidicinctus
Colorado:2005:Tympanuchus phasianellus columbianus
Colorado:2005:Uniomerus tetralasmus
Colorado:2005:Ursus arctos
Colorado:2005:Vermivora virginiae
Colorado:2005:Vireo vicinior
Colorado:2005:Vulpes macrotis
Colorado:2005:Vulpes velox
Colorado:2005:Zonotrichia querula
Colorado:2015:Accipiter gentilis
Colorado:2015:Acentrella parvula
Colorado:2015:Acerpenna pygmaea 
Colorado:2015:Acris blanchardi
Colorado:2015:Acroloxus coloradensis
Colorado:2015:Aegolius funereus
Colorado:2015:Agapema homogena
Colorado:2015:Aimophila cassinii
Colorado:2015:Aletes humilis
Colorado:2015:Aletes latilobus
Colorado:2015:Aletes macdougalii ssp. breviradiatus
Colorado:2015:Aliciella sedifolia
Colorado:2015:Amblyderus werneri
Colorado:2015:Ametropus neavei
Colorado:2015:Ammodramus savannarum
Colorado:2015:Amphispiza belli
Colorado:2015:Anaxyrus boreas boreas
Colorado:2015:Anaxyrus debilis
Colorado:2015:Anisota oslari
Colorado:2015:Anodontoides ferussacianus
Colorado:2015:Anticlea vaginatus
Colorado:2015:Apobaetis etowah
Colorado:2015:Aquila chrysaetos
Colorado:2015:Argia alberta
Colorado:2015:Arsapnia [=Capnia] arapahoe
Colorado:2015:Asclepias uncialis ssp. uncialis
Colorado:2015:Asio flammeus
Colorado:2015:Aspidoscelis neotesselata
Colorado:2015:Astragalus anisus
Colorado:2015:Astragalus cronquistii
Colorado:2015:Astragalus debequaeus
Colorado:2015:Astragalus deterior
Colorado:2015:Astragalus equisolensis
Colorado:2015:Astragalus humillimus
Colorado:2015:Astragalus iodopetalus
Colorado:2015:Astragalus microcymbus
Colorado:2015:Astragalus missouriensis var. humistratus
Colorado:2015:Astragalus naturitensis
Colorado:2015:Astragalus osterhoutii
Colorado:2015:Astragalus piscator
Colorado:2015:Astragalus rafaelensis
Colorado:2015:Astragalus schmolliae
Colorado:2015:Astragalus sparsiflorus
Colorado:2015:Astragalus tortipes
Colorado:2015:Athene cunicularia
Colorado:2015:Atrytone arogos
Colorado:2015:Baeolophus ridgwayi
Colorado:2015:Baetis brunneicolor 
Colorado:2015:Bartramia longicauda
Colorado:2015:Bison bison
Colorado:2015:Boechera crandallii
Colorado:2015:Boechera glareosa
Colorado:2015:Boloria improba acrocnema
Colorado:2015:Bombus fervidus
Colorado:2015:Bombus fraternus
Colorado:2015:Bombus morrisoni
Colorado:2015:Bombus occidentalis
Colorado:2015:Bombus pensylvanicus 
Colorado:2015:Bombus suckleyi
Colorado:2015:Botaurus lentiginosus
Colorado:2015:Botrychium lineare
Colorado:2015:Brachylagus idahoensis
Colorado:2015:Bucephala islandica
Colorado:2015:Buteo regalis
Colorado:2015:Buteo swainsoni
Colorado:2015:Calamospiza melanocorys
Colorado:2015:Calcarius ornatus
Colorado:2015:Callophrys comstocki
Colorado:2015:Callophrys mcfarlandi
Colorado:2015:Callophrys mossii schryveri
Colorado:2015:Calochortus ciscoensis
Colorado:2015:Calopteryx aequabilis 
Colorado:2015:Calopteryx maculata
Colorado:2015:Camelobaetidius warreni
Colorado:2015:Camissonia eastwoodiae
Colorado:2015:Canis lupus
Colorado:2015:Capnia nelsoni
Colorado:2015:Castilleja puberula
Colorado:2015:Catharus fuscescens
Colorado:2015:Catostomus discobolus
Colorado:2015:Catostomus latipinnis
Colorado:2015:Catostomus playtrhynchus
Colorado:2015:Catostomus plebeius
Colorado:2015:Celastrina humulus
Colorado:2015:Centrocercus minimus
Colorado:2015:Centrocercus urophasianus
Colorado:2015:Charadrius alexandrinus nivosus
Colorado:2015:Charadrius melodus
Colorado:2015:Charadrius montanus
Colorado:2015:Chlidonias niger
Colorado:2015:Chrosomus eos
Colorado:2015:Chrosomus erythrogaster
Colorado:2015:Cicindela theatina
Colorado:2015:Circus cyaneus
Colorado:2015:Cirsium perplexans
Colorado:2015:Cleome multicaulis
Colorado:2015:Clethrionomys gapperi
Colorado:2015:Coccyzus americanus occidentalis
Colorado:2015:Colinus virginianus
Colorado:2015:Coloradia luski
Colorado:2015:Conepatus leuconotus
Colorado:2015:Contopus cooperi
Colorado:2015:Cordulegaster dorsalis 
Colorado:2015:Corispermum navicula
Colorado:2015:Corynorhinus townsendii pallescens
Colorado:2015:Couesius plumbeus
Colorado:2015:Crotalus oreganus concolor
Colorado:2015:Cynomys gunnisoni
Colorado:2015:Cynomys leucurus
Colorado:2015:Cynomys ludovicianus
Colorado:2015:Cypseloides niger
Colorado:2015:Danaus plexippus
Colorado:2015:Delphinium ramosum var. alpestre
Colorado:2015:Delphinium robustum
Colorado:2015:Descurainia kenheilii
Colorado:2015:Dolichonyx oryzivorus
Colorado:2015:Draba exunguiculata
Colorado:2015:Draba graminea
Colorado:2015:Draba grayana
Colorado:2015:Draba malpighiacea
Colorado:2015:Draba smithii
Colorado:2015:Draba weberi
Colorado:2015:Dromogomphus spoliatus 
Colorado:2015:Empidonax traillii extimus
Colorado:2015:Enallagma vesperum
Colorado:2015:Ephemerella apopsis 
Colorado:2015:Epitheca petechialis
Colorado:2015:Erigeron kachinensis
Colorado:2015:Erigeron wilkenii
Colorado:2015:Eriogonum brandegeei
Colorado:2015:Eriogonum clavellatum
Colorado:2015:Eriogonum coloradense
Colorado:2015:Eriogonum pelinophilum
Colorado:2015:Erpetogomphus compositus 
Colorado:2015:Erynnis martialis
Colorado:2015:Erythemis vesiculosa 
Colorado:2015:Etheostoma cragini
Colorado:2015:Etheostoma exile
Colorado:2015:Etheostoma spectabile
Colorado:2015:Euderma maculatum
Colorado:2015:Euphilotes rita coloradensis
Colorado:2015:Euphilotes rita emmeli
Colorado:2015:Euphilotes spaldingi
Colorado:2015:Euphyes bimacula
Colorado:2015:Euproserpinus wiesti
Colorado:2015:Eurystrymon favonius ontario
Colorado:2015:Eutrema penlandii
Colorado:2015:Falco mexicanus
Colorado:2015:Falco peregrinus anatum
Colorado:2015:Ferrissia fragilis
Colorado:2015:Ferrissia walkeri
Colorado:2015:Frasera coloradensis
Colorado:2015:Fundulus sciadicus
Colorado:2015:Gambelia wislizenii
Colorado:2015:Gastrophryne olivacea
Colorado:2015:Gila cypha
Colorado:2015:Gila elegans
Colorado:2015:Gila pandora
Colorado:2015:Gila robusta
Colorado:2015:Grus americana
Colorado:2015:Grus canadensis tabida
Colorado:2015:Gulo gulo
Colorado:2015:Gumaga griseola 
Colorado:2015:Gutierrezia elegans
Colorado:2015:Gymnorhinus cyanocephalus
Colorado:2015:Hackelia gracilenta
Colorado:2015:Haliaeetus leucocephalus
Colorado:2015:Hemileuca neumoegeni
Colorado:2015:Herrickia horrida
Colorado:2015:Hesperia leonardus montana
Colorado:2015:Hesperia ottoe
Colorado:2015:Homoeneuria alleni
Colorado:2015:Hybognathus hankinsoni
Colorado:2015:Hybognathus placitus
Colorado:2015:Hyla arenicolor
Colorado:2015:Hypochilus bonneti
Colorado:2015:Hypsiglena chlorophaea
Colorado:2015:Idionycteris phyllotis
Colorado:2015:Incisalia fotis
Colorado:2015:Ipomopsis aggregata ssp. weberi
Colorado:2015:Ipomopsis globularis
Colorado:2015:Ipomopsis polyantha
Colorado:2015:Ipomopsis ramosa
Colorado:2015:Kinosternon flavescens
Colorado:2015:Labiobaetis apache 
Colorado:2015:Lachlania saskatchewanensis 
Colorado:2015:Lagopus leucura altipetens
Colorado:2015:Lampropeltis californiae
Colorado:2015:Lampropeltis triangulum
Colorado:2015:Lanius ludovicianus
Colorado:2015:Lasiurus cinereus
Colorado:2015:Lemmiscus curtatus
Colorado:2015:Lepidium crenatum
Colorado:2015:Lepidium huberi
Colorado:2015:Lepomis humilis
Colorado:2015:Lepus americanus
Colorado:2015:Lepus townsendii
Colorado:2015:Lestes alacer
Colorado:2015:Leucorrhinia glacialis 
Colorado:2015:Leucosticte atrata
Colorado:2015:Leucosticte australis
Colorado:2015:Libellula nodisticta
Colorado:2015:Limnorchis zothecina
Colorado:2015:Lithobates blairi
Colorado:2015:Lithobates pipiens
Colorado:2015:Lithobates sylvatica
Colorado:2015:Lomatium concinnum
Colorado:2015:Lontra canadensis
Colorado:2015:Lupinus crassus
Colorado:2015:Luxilus cornutus
Colorado:2015:Lygodesmia doloresensis
Colorado:2015:Lynx canadensis
Colorado:2015:Macdunnoa persimplex 
Colorado:2015:Martes americana
Colorado:2015:Melanerpes lewis
Colorado:2015:Mentzelia paradoxensis
Colorado:2015:Mentzelia rhizomata
Colorado:2015:Mertensia humilis
Colorado:2015:Mesocapnia frisoni
Colorado:2015:Mimulus gemmiparus
Colorado:2015:Mustela nigripes
Colorado:2015:Myotis lucifigus
Colorado:2015:Myotis thysanodes
Colorado:2015:Nemomydas solitarius
Colorado:2015:Neochoroterpes oklahoma
Colorado:2015:Noturus flavus
Colorado:2015:Numenius americanus
Colorado:2015:Nuttallia chrysantha
Colorado:2015:Nuttallia densa
Colorado:2015:Nyctinomops macrotis
Colorado:2015:Ochotona princeps
Colorado:2015:Ochrotrichia susanae
Colorado:2015:Ochrotrichia trapoiza 
Colorado:2015:Oenothera acutissima
Colorado:2015:Oenothera coloradensis ssp. coloradensis
Colorado:2015:Oncorhynchus clarkii pleuriticus
Colorado:2015:Oncorhynchus clarkii stomias
Colorado:2015:Oncorhynchus clarkii virginalis
Colorado:2015:Oonopsis foliosa var. monocephala
Colorado:2015:Oonopsis puebloensis
Colorado:2015:Oreocarya osterhoutii
Colorado:2015:Oreocarya revealii
Colorado:2015:Oreothlypis virginiae
Colorado:2015:Oreoxis humilis
Colorado:2015:Otus flammeolus
Colorado:2015:Ovis canadensis
Colorado:2015:Oxybaphus rotundifolius
Colorado:2015:Oxytropis besseyi var. obnapiformis
Colorado:2015:Packera mancosana
Colorado:2015:Passerina amoena
Colorado:2015:Patagioenas fasciata
Colorado:2015:Pediocactus knowltonii
Colorado:2015:Pelecanus erythrorhynchos
Colorado:2015:Penstemon acaulis var. yampaensis
Colorado:2015:Penstemon debilis
Colorado:2015:Penstemon degeneri
Colorado:2015:Penstemon fremontii var. glabrescens
Colorado:2015:Penstemon gibbensii
Colorado:2015:Penstemon grahamii
Colorado:2015:Penstemon mensarum
Colorado:2015:Penstemon penlandii
Colorado:2015:Penstemon scariosus var. albifluvis
Colorado:2015:Penstemon scariosus var. cyanomontanus
Colorado:2015:Perognathus fasciatus
Colorado:2015:Peucaea cassinii
Colorado:2015:Phacelia formosula
Colorado:2015:Phacelia gina-glenneae
Colorado:2015:Phacelia submutica
Colorado:2015:Phenacobius mirabilis
Colorado:2015:Phrynosoma cornutum
Colorado:2015:Phrynosoma modestum
Colorado:2015:Physa cupreonitens
Colorado:2015:Physa gyrina utahensis
Colorado:2015:Physaria alpina
Colorado:2015:Physaria bellii
Colorado:2015:Physaria congesta
Colorado:2015:Physaria obcordata
Colorado:2015:Physaria parviflora
Colorado:2015:Physaria pruinosa
Colorado:2015:Physaria pulvinata
Colorado:2015:Physaria rollinsii
Colorado:2015:Physaria scrotiformis
Colorado:2015:Physaria vicina
Colorado:2015:Platygobio gracilus
Colorado:2015:Plauditus cestus 
Colorado:2015:Plegadis chihi
Colorado:2015:Polites rhesus
Colorado:2015:Potentilla rupincola
Colorado:2015:Progne subis
Colorado:2015:Promenetus exacuous
Colorado:2015:Promenetus umbillicatellus
Colorado:2015:Proserpinus flavofasciata
Colorado:2015:Pseudiron centralis
Colorado:2015:Pteronarcys californica
Colorado:2015:Ptilagrostis porteri
Colorado:2015:Ptychocheilus lucius
Colorado:2015:Puccinellia parishii
Colorado:2015:Pyrgus xanthus
Colorado:2015:Rena dissectus
Colorado:2015:Rhinocheilus lecontei
Colorado:2015:Rhithrogena flavianula
Colorado:2015:Rhynchophanes mccownii
Colorado:2015:Sagenosoma elsa
Colorado:2015:Salix arizonica
Colorado:2015:Saussurea weberi
Colorado:2015:Scaphiopus couchii
Colorado:2015:Sceloporus magister
Colorado:2015:Sciurus aberti
Colorado:2015:Sclerocactus glaucus
Colorado:2015:Sclerocactus mesae-verdae
Colorado:2015:Selasphorus rufus
Colorado:2015:Setophaga graciae
Colorado:2015:Sistrurus catenatus
Colorado:2015:Somatochlora ensigera
Colorado:2015:Somatochlora hudsonica
Colorado:2015:Sorex hoyi montanus
Colorado:2015:Sorex nanus
Colorado:2015:Sorex preblei
Colorado:2015:Spea intermontana
Colorado:2015:Speyeria idalia
Colorado:2015:Speyeria nokomis nokomis
Colorado:2015:Spiranthes diluvialis
Colorado:2015:Spizella breweri
Colorado:2015:Sterna antillarum
Colorado:2015:Strix occidentalis lucida
Colorado:2015:Stylurus intricatus
Colorado:2015:Sympetrum madidum
Colorado:2015:Tantilla horbartsmithi
Colorado:2015:Telesonix jamesii
Colorado:2015:Thalictrum heliophilum
Colorado:2015:Thamnophis cyrtopsis
Colorado:2015:Thamnophis sirtalis
Colorado:2015:Thelypodiopsis juniperorum
Colorado:2015:Thelypodium paniculatum
Colorado:2015:Thomomys bottae rubidus
Colorado:2015:Townsendia fendleri
Colorado:2015:Townsendia glabella
Colorado:2015:Townsendia rothrockii
Colorado:2015:Trifolium dasyphyllum ssp. anemophilum
Colorado:2015:Tympanuchus cupido
Colorado:2015:Tympanuchus pallidicinctus
Colorado:2015:Tympanuchus phasianellus columbianus
Colorado:2015:Tympanuchus phasianellus jamesii
Colorado:2015:Uniomerus tetralasmus
Colorado:2015:Ursus arctos
Colorado:2015:Vireo vicinior
Colorado:2015:Vulpes macrotis
Colorado:2015:Vulpes velox
Colorado:2015:Xyrauchen texanus
Colorado:2015:Zapus hudsonius luteus
Colorado:2015:Zapus hudsonius preblei
Guam:2005:Acanthuridae
Guam:2005:Acrocephalus luscinia luscinia
Guam:2005:Anguilla marmorata
Guam:2005:Aplonis opaca guami
Guam:2005:Atyidae
Guam:2005:Balaenoptera edeni
Guam:2005:Carangidae
Guam:2005:Chaetodontidae
Guam:2005:Charonia tritonis
Guam:2005:Chelonia mydas
Guam:2005:Cirrhitidae
Guam:2005:Egretta sacra
Guam:2005:Emballonura semicaudata rotensis
Guam:2005:Emoia slevini
Guam:2005:Enhalus acoroides
Guam:2005:Eretmochelys imbricata
Guam:2005:Gallicolumba xanthonura
Guam:2005:Gallinula chloropus guami
Guam:2005:Grampus griseus
Guam:2005:Hypolimnas octocula mariannensis
Guam:2005:Koiga breviceps
Guam:2005:Labridae
Guam:2005:Lethrinidae
Guam:2005:Macrobrachium sp.
Guam:2005:Megaptera novaeangliae
Guam:2005:Merilliodendron megacarpum
Guam:2005:Mullidae
Guam:2005:Myzomela rubratta saffordi
Guam:2005:Neritidae
Guam:2005:Orcinus orca
Guam:2005:Partula gibba
Guam:2005:Perochirus ateles
Guam:2005:Physeter macrocephalus
Guam:2005:Pomacanthidae
Guam:2005:Ptilinopus roseicapilla
Guam:2005:Samoana fragilis
Guam:2005:Scaridae
Guam:2005:Serianthes nelsonii
Guam:2005:Siganidae
Guam:2005:Stenella coeruleoalba
Guam:2005:Tabernaemontana rotensis
Guam:2005:Tridacna maxima
Guam:2005:Varunid crabs
Guam:2005:Ziphius cavirostris
Guam:2005:[no scientific name]
Hawaii:2005:Abutilon eremitopetalum
Hawaii:2005:Acabaria bicolor
Hawaii:2005:Acacia koa
Hawaii:2005:Acanthochiton viridis
Hawaii:2005:Achatinella spp.
Hawaii:2005:Achyranthes mutica
Hawaii:2005:Achyranthes splendens var. rotundata
Hawaii:2005:Acrocephalus familiaris kingi
Hawaii:2005:Acrochaetium dotyi
Hawaii:2005:Acromycter alcocki
Hawaii:2005:Acropora gemmifera
Hawaii:2005:Acropora humilis
Hawaii:2005:Acropora nasuta
Hawaii:2005:Acropora valida
Hawaii:2005:Actinocidaris thomasi
Hawaii:2005:Adenophorus periens
Hawaii:2005:Aethra edentata
Hawaii:2005:Aldisa pikokai
Hawaii:2005:Alectryon macrococcus var. auwahiensis
Hawaii:2005:Alectryon macrococcus var. macrococcus
Hawaii:2005:Alphitonia ponderosa
Hawaii:2005:Alyxia oliviformis
Hawaii:2005:Amaranthus brownii
Hawaii:2005:Ammodytoides pylei
Hawaii:2005:Ammolabrus dicrus
Hawaii:2005:Anas acuta
Hawaii:2005:Anas americana
Hawaii:2005:Anas clypeata
Hawaii:2005:Anas laysanensis
Hawaii:2005:Aniculus hopperae
Hawaii:2005:Anisopsammia ampheiliodes
Hawaii:2005:Anous stolidus
Hawaii:2005:Antennarius commersoni
Hawaii:2005:Anthelia edmondsoni
Hawaii:2005:Antidesma platyphyllum
Hawaii:2005:Antipathes grandis
Hawaii:2005:Antipathes intermedia
Hawaii:2005:Antipathes punctata
Hawaii:2005:Antipathes subpinnata
Hawaii:2005:Antipathes undulata
Hawaii:2005:Antithamnion erucacladellum
Hawaii:2005:Aphareus rutlians
Hawaii:2005:Aplidium crateriferum
Hawaii:2005:Apogon maculiferus
Hawaii:2005:Apolemichthys arcuatus
Hawaii:2005:Aprion virescens
Hawaii:2005:Ardeadoris scottjohnsoni
Hawaii:2005:Arenaria interpres
Hawaii:2005:Argyroxiphium sandwicense subsp. macrocephalum
Hawaii:2005:Aseraggodes borehami
Hawaii:2005:Aseraggodes holcomi
Hawaii:2005:Asio flammeus sandwichensis
Hawaii:2005:Astelia menziesiana
Hawaii:2005:Astelia waialealae
Hawaii:2005:Atherinomorus insularum
Hawaii:2005:Atyoida bisulcata
Hawaii:2005:Aulotrachichthys heptalepis
Hawaii:2005:Awaous guamensis
Hawaii:2005:Balaenoptera borealis
Hawaii:2005:Balaenoptera edeni
Hawaii:2005:Balaenoptera musculus
Hawaii:2005:Balaenoptera physalus
Hawaii:2005:Balanophyllia desmophylloides
Hawaii:2005:Balanophyllia diomedeae
Hawaii:2005:Balanophyllia hawaiiensis
Hawaii:2005:Balanophyllia sp.
Hawaii:2005:Baseodiscus cingulatus
Hawaii:2005:Bathyactis hawaiiensis
Hawaii:2005:Bathycongrus aequorea
Hawaii:2005:Bathygadus bowersi
Hawaii:2005:Bidens campylotheca subsp. waihoiensis
Hawaii:2005:Bidens micrantha subsp. ctenophylla
Hawaii:2005:Bidens micrantha subsp. kalealaha
Hawaii:2005:Bjornbergiella hawaiiensis
Hawaii:2005:Bobea elatio
Hawaii:2005:Bobea mannii
Hawaii:2005:Boehmeria grandis
Hawaii:2005:Bolboschoenus maritimus subsp. paludosus
Hawaii:2005:Bonamia menziesii
Hawaii:2005:Boodleopsis hawaiiensis
Hawaii:2005:Bothus thompsoni
Hawaii:2005:Brachidontes crebristriarus
Hawaii:2005:Branta sandvicensis
Hawaii:2005:Brighamia insignis
Hawaii:2005:Brighamia rockii
Hawaii:2005:Broussaisia arguta
Hawaii:2005:Bulweria bulwerii
Hawaii:2005:Cabillus caudimacula
Hawaii:2005:Caelorinchus doryssus
Hawaii:2005:Caelorinchus gladius
Hawaii:2005:Calcinus hazletti
Hawaii:2005:Calcinus laurentae
Hawaii:2005:Callechelys lutea
Hawaii:2005:Calliasmata pholidota
Hawaii:2005:Callidictyon abyssorum
Hawaii:2005:Callionymus caeruleonotatus
Hawaii:2005:Callionymus comptus
Hawaii:2005:Callionymus decoratus
Hawaii:2005:Callithamniella pacifica
Hawaii:2005:Calotomus zonarchus
Hawaii:2005:Canavalia molokaiensis
Hawaii:2005:Cantherhines verecundus
Hawaii:2005:Capparis sandwichiana
Hawaii:2005:Caranx lugubrius
Hawaii:2005:Caretta caretta
Hawaii:2005:Carex spp.
Hawaii:2005:Caryophyllia alcocki
Hawaii:2005:Caryophyllia octopalli
Hawaii:2005:Cataetyx hawaiiensis
Hawaii:2005:Cellana exarata
Hawaii:2005:Cellana melanostoma
Hawaii:2005:Cellana sandwicensis
Hawaii:2005:Cellana talcosa
Hawaii:2005:Cenchrus agrimonioides var. agrimonioides
Hawaii:2005:Centaurium sebaeoides
Hawaii:2005:Centroceras corallophilloides
Hawaii:2005:Centropyge fisheri
Hawaii:2005:Ceramium cingulum
Hawaii:2005:Ceramium hanaense
Hawaii:2005:Ceramium womersleyi
Hawaii:2005:Ceratotrochus laxus
Hawaii:2005:Chaetodon fremblii
Hawaii:2005:Chamaesyce celastroides var. kaenana
Hawaii:2005:Chamaesyce deppeana
Hawaii:2005:Chamaesyce eleanoriae
Hawaii:2005:Chamaesyce halemanui
Hawaii:2005:Chamaesyce kuwaleana
Hawaii:2005:Chamaesyce olowaluana
Hawaii:2005:Chamaesyce rockii
Hawaii:2005:Chamaesyce skottsbergii var. skottsbergii
Hawaii:2005:Charpentiera obovata
Hawaii:2005:Charpentiera spp.
Hawaii:2005:Chasiempis sandwichensis sandwichensis
